doi,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
10.1016/j.brs.2014.01.001,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2015-03-01,TRUE,TRUE,FALSE
10.1111/all.12159,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2014-07-01,TRUE,TRUE,FALSE
10.1002/cpdd.24,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",publisher,NA,NA,NA,NA,FALSE
10.1136/jnnp-2014-309032.294,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[],publisher,0,NA,NA,NA,FALSE
10.1007/s00266-013-0113-5,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-04-10,TRUE,TRUE,FALSE
10.1016/j.juro.2014.05.090,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2015-11-01,TRUE,TRUE,FALSE
10.3109/13685538.2013.879113,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2015-01-29,TRUE,TRUE,FALSE
10.1001/jamainternmed.2014.1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1080/08870446.2016.1185523,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2017-05-24,TRUE,TRUE,FALSE
10.1249/mss.0000000000000158,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2015-04-01,TRUE,TRUE,FALSE
10.1111/eci.12559,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2016-11-27,TRUE,TRUE,FALSE
10.1155/2013/852454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1002/jcph.624,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2016-10-20,TRUE,TRUE,FALSE
10.1007/s00404-013-3134-z,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-12-27,TRUE,TRUE,FALSE
10.1073/pnas.1208852109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00586-014-3725-9,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2015-12-19,TRUE,TRUE,FALSE
10.1097/sla.0000000000000253,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2015-05-01,TRUE,TRUE,FALSE
10.1159/000478744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1155/2013/723168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1109/jtehm.2013.2277870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1177/2047487313493227,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[],publisher,NA,NA,NA,NA,FALSE
10.1111/j.1365-2222.2010.03521.x,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2011-04-13,TRUE,TRUE,FALSE
10.1055/s-0033-1359149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1371/journal.pone.0186720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00787-013-0397-7,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-03-06,TRUE,TRUE,FALSE
10.1038/s41598-017-02384-x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1038/srep18028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00059-015-4306-3,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2016-06-13,TRUE,TRUE,FALSE
10.1007/s00134-013-3052-3,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-08-07,TRUE,TRUE,FALSE
10.1111/bcp.12522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.phymed.2014.05.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1159/000440726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3945/ajcn.114.105395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1155/2013/489856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1055/s-0042-119948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.jacc.2013.08.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.clnu.2017.02.021,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2019-04-01,TRUE,TRUE,FALSE
10.1007/s00380-016-0897-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1038/eye.2013.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1213/ane.0000000000000160,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2015-05-01,TRUE,TRUE,FALSE
10.1007/s00270-014-1012-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.euroneuro.2017.01.006,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2018-03-01,TRUE,TRUE,FALSE
10.1159/000371795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.jamda.2013.05.011,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2014-08-01,TRUE,TRUE,FALSE
10.1016/j.jclinane.2016.06.030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1371/journal.pone.0122578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.jhep.2016.05.023,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2017-10-01,TRUE,TRUE,FALSE
10.1007/s00421-017-3554-8,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2018-02-21,TRUE,TRUE,FALSE
10.1111/apha.12730,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2017-06-22,TRUE,TRUE,FALSE
10.1002/da.22659,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2018-11-01,TRUE,TRUE,FALSE
10.1038/npp.2014.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1513/annalsats.201406-264oc,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': 'personal use'}]",publisher,0,NA,NA,NA,FALSE
10.1080/02640414.2014.975736,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2015-11-05,TRUE,TRUE,FALSE
10.1371/journal.pone.0120130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.drugalcdep.2016.04.015,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2017-06-01,TRUE,TRUE,FALSE
10.1016/j.jcms.2015.06.044,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2016-10-01,TRUE,TRUE,FALSE
10.1097/ajp.0000000000000222,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2017-01-01,TRUE,TRUE,FALSE
10.3233/rnn-150518,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other (non-commercial)'}],publisher,0,NA,NA,NA,FALSE
10.1080/02640414.2017.1346276,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2018-06-28,TRUE,TRUE,FALSE
10.1016/j.jams.2016.03.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.clnu.2015.07.004,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2017-08-01,TRUE,TRUE,FALSE
10.1016/j.eujim.2016.06.015,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2017-08-01,TRUE,TRUE,FALSE
10.1097/eja.0000000000000106,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2015-09-01,TRUE,TRUE,FALSE
10.1016/j.jad.2017.10.047,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2019-02-01,TRUE,TRUE,FALSE
10.1016/j.apmr.2016.11.013,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2018-05-01,TRUE,TRUE,FALSE
10.1002/jor.23215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1097/md.0000000000003720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1159/000454872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/ijms17101667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1177/1545968316662707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1371/journal.pone.0168338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1302/0301-620x.99b10.bjj-2016-1292.r2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.jcm.2015.02.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/s0140-6736(11)60237-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1136/bmjopen-2011-000096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1055/s-0034-1370984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.clinthera.2012.06.023,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2013-08-01,TRUE,TRUE,FALSE
10.3928/1081597x-20090917-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.brat.2011.12.003,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,24,2014-03-01,TRUE,TRUE,FALSE
10.1002/lary.25052,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2015-11-25,TRUE,TRUE,FALSE
10.1016/j.jcrs.2010.06.060,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2011-11-01,TRUE,TRUE,FALSE
10.1016/j.pec.2011.08.014,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2013-05-01,TRUE,TRUE,FALSE
10.1177/0148607114528980,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2015-04-03,TRUE,TRUE,FALSE
10.1186/1471-2296-14-135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3238/arztebl.2011.0653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1136/bmjqs-2013-001899,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[],publisher,0,NA,NA,NA,FALSE
10.1542/peds.2013-1834,FALSE,NA,NA,[],NA,NA,NA,[],publisher,NA,NA,NA,FALSE,FALSE
10.1164/rccm.200909-1451oc,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': 'personal use'}]",publisher,0,NA,NA,NA,FALSE
10.1038/ejcn.2011.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1177/070674371305800604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.pain.2013.09.015,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,NA,NA,NA,NA,FALSE
10.4187/respcare.02596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.4187/respcare.02941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.neuroimage.2015.05.065,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2016-09-01,TRUE,TRUE,FALSE
10.1111/bcp.12079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1159/000357437,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[],publisher,12,2015-01-01,TRUE,TRUE,FALSE
10.1371/journal.pone.0067235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3325/cmj.2010.51.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3109/15412555.2013.829437,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2014-10-10,TRUE,TRUE,FALSE
10.1007/s00784-015-1475-7,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2016-04-22,TRUE,TRUE,FALSE
10.3238/arztebl.2014.0592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00520-014-2193-4,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2015-03-18,TRUE,TRUE,FALSE
10.1159/000369468,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[],publisher,12,2016-02-21,TRUE,TRUE,FALSE
10.1161/circulationaha.112.096370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.ctim.2012.11.003,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2014-02-01,TRUE,TRUE,FALSE
10.3109/15412555.2012.734872,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2014-03-21,TRUE,TRUE,FALSE
10.1111/pan.12137,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2014-03-18,TRUE,TRUE,FALSE
10.1371/journal.pone.0023099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.janxdis.2015.10.007,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,24,2018-01-01,TRUE,TRUE,FALSE
10.1371/journal.pone.0041758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1097/sla.0000000000001240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00701-016-2738-z,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2017-02-16,TRUE,TRUE,FALSE
10.1111/epi.12515,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2015-02-01,TRUE,TRUE,FALSE
10.1016/j.pec.2011.05.028,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2013-03-01,TRUE,TRUE,FALSE
10.1186/cc13089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3402/fnr.v60.30298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00063-013-0269-4,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-10-01,TRUE,TRUE,FALSE
10.1093/bja/aes314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1471-2253-14-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1471-2474-13-141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1371/journal.pone.0037072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1097/psy.0b013e31826ae4ae,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2013-10-01,TRUE,TRUE,FALSE
10.1007/s00408-013-9542-9,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-12-13,TRUE,TRUE,FALSE
10.1371/journal.pone.0031603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00464-015-4163-4,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2016-03-24,TRUE,TRUE,FALSE
10.1002/mnfr.201500125,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2016-06-05,TRUE,TRUE,FALSE
10.1055/s-0032-1330443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1471-2431-12-152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1093/annonc/mdt568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1017/s1461145713000540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1136/gut.2009.187989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s00520-015-2843-1,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2017-02-01,TRUE,TRUE,FALSE
10.1371/journal.pone.0030964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1021/ac902616k,TRUE,['institutional repository'],TRUE,['submittedVersion'],TRUE,FALSE,FALSE,[{'type': 'other (non-commercial)'}],publisher,0,NA,NA,FALSE,FALSE
10.1007/s00345-013-1126-z,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-07-03,TRUE,TRUE,FALSE
10.1371/journal.pone.0151316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1371/journal.pone.0084402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1177/0269215515600206,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,0,NA,NA,NA,FALSE
10.1016/s0140-6736(13)62411-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/s0140-6736(14)61213-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/s13054-015-1159-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/s0140-6736(14)60238-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1007/s11325-015-1300-1,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2017-01-19,TRUE,TRUE,FALSE
10.1186/s12885-017-3238-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1155/2014/476230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1378/chest.11-0253,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'cc-by-nc-nd'}],journal,12,2012-10-01,TRUE,TRUE,FALSE
10.1097/eja.0000000000000313,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2017-01-01,TRUE,TRUE,FALSE
10.1186/1471-2253-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3233/thc-150898,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other (non-commercial)'}],publisher,0,NA,NA,NA,FALSE
10.1186/1471-2253-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/s12875-016-0409-z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1129-2377-15-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/s12906-016-1241-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1471-2253-15-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.2196/jmir.2497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1745-6215-14-238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1136/bmjopen-2015-010843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1471-2253-14-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1745-6215-15-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1186/1471-2253-14-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1159/000441731,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[],publisher,12,2017-01-01,TRUE,TRUE,FALSE
10.1055/s-0034-1383653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1089/end.2011.0042,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other-closed'}],publisher,12,2012-10-01,TRUE,TRUE,FALSE
10.1111/j.1464-410x.2010.09859.x,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2012-05-01,TRUE,TRUE,FALSE
