id,registry,lead_cities,has_publication,doi,pmid,url,publication_date,identification_step,publication_type,is_prospective,has_summary_results,summary_results_date,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,days_cd_to_publication,days_pcd_to_publication,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_reg_to_publication,recruitment_status,phase,enrollment,is_multicentric,main_sponsor,allocation,is_randomized,masking,intervention_type,center_size,has_german_umc_lead,facility_cities,iv_version,is_dupe
NCT01797458,ClinicalTrials.gov,Greifswald,TRUE,10.1111/ipd.12097,24602167,NA,2014-03-07,Registry linked,journal publication,FALSE,FALSE,NA,2013-02-20,2011-05-01,2014-12-01,2014,2013-12-01,2013,-269,96,NA,NA,-661,649,284,380,Unknown status,Not given,464,TRUE,Other,Randomized,TRUE,Open Label,Procedure,small,TRUE,NA,1,TRUE
NCT01806012,ClinicalTrials.gov,Tübingen,TRUE,10.1007/s00464-013-2994-4,23670744,NA,2013-05-14,Registry linked,journal publication,FALSE,FALSE,NA,2013-02-19,2010-08-01,2011-08-01,2011,2011-08-01,2011,652,652,NA,NA,-933,-568,-568,84,Completed,Not given,160,FALSE,Other,Randomized,TRUE,Single Blind,Device,large,TRUE,NA,1,FALSE
NCT01810471,ClinicalTrials.gov,Heidelberg,TRUE,10.1016/j.physio.2015.07.004,26422550,https://www.sciencedirect.com/science/article/pii/S0031940615038146,2015-09-03,Registry linked,journal publication,FALSE,FALSE,NA,2013-03-10,2010-02-01,2010-12-01,2010,2010-12-01,2010,1737,1737,NA,NA,-1133,-830,-830,907,Completed,Not given,40,FALSE,Other,Not given,NA,Open Label,Device,large,TRUE,NA,1,FALSE
NCT01812304,ClinicalTrials.gov,Bochum,TRUE,10.1016/j.ejogrb.2013.09.015,24103530,https://www.ncbi.nlm.nih.gov/pubmed/24103530,2013-09-25,Registry linked,journal publication,FALSE,FALSE,NA,2013-03-08,2011-10-01,2013-11-01,2013,2013-10-01,2013,-37,-6,NA,NA,-524,238,207,201,Completed,Phase 3,172,FALSE,Other,Randomized,TRUE,Double Blind,Other,small,TRUE,NA,1,FALSE
NCT01845194,ClinicalTrials.gov,Göttingen,TRUE,10.1002/cpt.258,26344676,https://www.ncbi.nlm.nih.gov/pubmed/26344676?dopt=Abstract,2015-10-19,Registry linked,journal publication,FALSE,FALSE,NA,2013-04-25,2009-12-01,2013-10-01,2013,2013-10-01,2013,748,748,NA,NA,-1241,159,159,907,Completed,Phase 1,117,FALSE,Other,Not given,NA,Open Label,Drug,small,TRUE,NA,1,FALSE
NCT01847456,ClinicalTrials.gov,Tübingen,TRUE,10.2337/db14-0477,25028522,https://www.ncbi.nlm.nih.gov/pubmed/25028522?dopt=Abstract,2014-07-15,Registry linked,journal publication,TRUE,FALSE,NA,2013-04-28,2013-04-01,2013-11-01,2013,2013-11-01,2013,256,256,NA,NA,-27,187,187,443,Completed,Not given,10,FALSE,Other,Randomized,TRUE,Single Blind,Drug,large,TRUE,NA,1,FALSE
NCT01856179,ClinicalTrials.gov,Jena,TRUE,10.3945/jn.113.180802,24553695,http://jn.nutrition.org/cgi/pmidlookup?view=long&pmid=24553695,2014-02-19,Registry linked,journal publication,FALSE,FALSE,NA,2011-11-29,2011-03-01,2012-04-01,2012,2011-08-01,2011,689,933,NA,NA,-273,124,-120,813,Completed,Early Phase 1,78,FALSE,Other,Randomized,TRUE,Double Blind,Dietary Supplement,small,TRUE,NA,1,FALSE
NCT01871831,ClinicalTrials.gov,Ulm,TRUE,10.1177/193229681300700611,24351177,https://www.ncbi.nlm.nih.gov/pubmed/24351177?dopt=Abstract,2013-11-01,Registry linked,journal publication,TRUE,FALSE,NA,2013-05-29,2013-06-01,2013-10-01,2013,2013-10-01,2013,31,31,NA,NA,3,125,125,156,Completed,Not given,20,FALSE,Other,Not given,NA,NA,Device,large,TRUE,NA,1,FALSE
NCT01879111,ClinicalTrials.gov,Hamburg,TRUE,10.1192/bjp.bp.116.184168,27908896,http://bjp.rcpsych.org/content/210/2/132.long,2017-02-01,Registry linked,journal publication,FALSE,FALSE,NA,2013-06-12,2011-10-01,2014-05-01,2014,2013-10-01,2013,1007,1219,NA,NA,-620,323,111,1330,Completed,Not given,4151,TRUE,Other,Randomized,TRUE,Single Blind,Other,large,TRUE,NA,1,TRUE
NCT01885000,ClinicalTrials.gov,NA,TRUE,10.1111/jdv.13305,26416154,http://onlinelibrary.wiley.com/doi/10.1111/jdv.13305/abstract,2015-09-28,Registry linked,journal publication,TRUE,TRUE,2016-11-17,2013-06-20,2013-07-01,2013-11-01,2013,2013-11-01,2013,696,696,1112,1112,11,134,134,830,Completed,Phase 3,92,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Düsseldorf Frankfurt Münster Tübingen,1,FALSE
NCT01886014,ClinicalTrials.gov,Hamburg,TRUE,10.1001/jama.2013.277446,24150470,https://jamanetwork.com/journals/jama/fullarticle/10.1001/jama.2013.277446,2013-10-23,Registry linked,journal publication,FALSE,FALSE,NA,2013-06-20,2012-01-01,2012-09-01,2012,2012-09-01,2012,417,417,NA,NA,-536,-292,-292,125,Completed,Not given,80,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT01886365,ClinicalTrials.gov,Hamburg,TRUE,10.1053/j.jvca.2014.04.017,25281044,http://www.sciencedirect.com/science/article/pii/S105307701400175X,2014-10-01,Registry linked,journal publication,FALSE,FALSE,NA,2013-06-12,2011-10-01,2012-10-01,2012,2012-10-01,2012,730,730,NA,NA,-620,-254,-254,476,Completed,Not given,75,FALSE,Other,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT01909687,ClinicalTrials.gov,Ulm,TRUE,10.1089/dia.2015.0085,26110670,https://www.ncbi.nlm.nih.gov/pubmed/26110670?dopt=Abstract,2015-06-25,Registry linked,journal publication,TRUE,FALSE,NA,2013-07-02,2013-07-01,2013-12-01,2013,2013-12-01,2013,571,571,NA,NA,-1,152,152,723,Completed,Not given,163,FALSE,Other,Not given,NA,NA,Device,large,TRUE,NA,1,FALSE
NCT01917305,ClinicalTrials.gov,Bonn,TRUE,10.1177/0022034513504953,24158333,https://www.ncbi.nlm.nih.gov/pubmed/24158333?dopt=Abstract,2013-10-24,Registry linked,journal publication,FALSE,FALSE,NA,2013-07-31,2007-02-01,2010-03-01,2010,2010-03-01,2010,1333,1333,NA,NA,-2372,-1248,-1248,85,Completed,Not given,25,NA,Other,Randomized,TRUE,Single Blind,Device,large,TRUE,NA,1,FALSE
NCT01942473,ClinicalTrials.gov,Ulm,TRUE,10.1016/j.jpeds.2014.10.007,25454938,https://www.ncbi.nlm.nih.gov/pubmed/25454938?dopt=Abstract,2014-11-18,Registry linked,journal publication,TRUE,FALSE,NA,2012-08-03,2012-08-01,2014-04-01,2014,2013-09-01,2013,231,443,NA,NA,-2,606,394,837,Completed,Not given,17,FALSE,Other,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,TRUE
NCT02007005,ClinicalTrials.gov,Duisburg,TRUE,10.1016/j.juro.2015.04.073,25910967,https://www.ncbi.nlm.nih.gov/pubmed/25910967?dopt=Abstract,2015-04-22,Registry linked,journal publication,FALSE,FALSE,NA,2013-12-05,2004-01-01,2013-09-01,2013,2012-02-01,2012,598,1176,NA,NA,-3626,-95,-673,503,Completed,Phase 1/Phase 2,37,TRUE,Industry,Not given,NA,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT02027038,ClinicalTrials.gov,Leipzig,TRUE,10.1371/journal.pone.0136375,26305790,https://www.ncbi.nlm.nih.gov/pubmed/26305790?dopt=Abstract,2015-08-25,Registry linked,journal publication,FALSE,FALSE,NA,2014-01-01,2011-08-01,2013-01-01,2013,2012-12-01,2012,966,997,NA,NA,-884,-365,-396,601,Completed,Not given,42,NA,Other,Non-Randomized,FALSE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT02038062,ClinicalTrials.gov,Schleswig-Holstein,TRUE,10.1186/1471-2253-14-54,25132803,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/1471-2253-14-54,2014-07-15,Registry linked,journal publication,FALSE,FALSE,NA,2014-01-14,2010-05-01,2012-01-01,2012,2012-01-01,2012,926,926,NA,NA,-1354,-744,-744,182,Completed,Not given,40,FALSE,Other,Randomized,TRUE,Open Label,Procedure,small,TRUE,NA,1,FALSE
NCT02056951,ClinicalTrials.gov,Erlangen,TRUE,10.1371/journal.pone.0118609,25768735,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0118609,2015-03-13,Registry linked,journal publication,FALSE,FALSE,NA,2014-02-04,2008-01-01,2011-03-01,2011,2010-12-01,2010,1473,1563,NA,NA,-2226,-1071,-1161,402,Completed,Not given,536,TRUE,Other,Non-Randomized,FALSE,Open Label,Procedure,large,TRUE,Würzburg,1,FALSE
NCT02120859,ClinicalTrials.gov,Jena,TRUE,10.1007/s00392-016-1019-4,27379610,https://dx.doi.org/10.1007/s00392-016-1019-4,2016-07-05,Registry linked,journal publication,FALSE,FALSE,NA,2014-04-19,2012-10-01,2014-04-01,2014,2013-12-01,2013,826,947,NA,NA,-565,-18,-139,808,Completed,Phase 4,50,FALSE,Other,Non-Randomized,FALSE,Open Label,Device,small,TRUE,NA,1,TRUE
NCT02130115,ClinicalTrials.gov,Heidelberg,TRUE,10.1136/thoraxjnl-2014-206211,25746631,http://thorax.bmj.com/content/70/4/326,2015-03-06,Registry linked,journal publication,FALSE,FALSE,NA,2014-04-25,2013-03-01,2013-12-01,2013,2013-09-01,2013,460,551,NA,NA,-420,-145,-236,315,Completed,Not given,12,FALSE,Industry,Not given,NA,Open Label,Device,large,TRUE,NA,1,FALSE
NCT02163863,ClinicalTrials.gov,Freiburg,TRUE,10.1161/circinterventions.115.002930,27208046,https://www.ncbi.nlm.nih.gov/pubmed/27208046,2016-06-01,Registry linked,journal publication,FALSE,FALSE,NA,2014-06-09,2010-02-01,2014-07-01,2014,2012-10-01,2012,701,1339,NA,NA,-1589,22,-616,723,Unknown status,Not given,86,NA,Industry,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,TRUE
NCT02168790,ClinicalTrials.gov,NA,TRUE,10.1371/journal.pone.0125035,25955359,https://www.ncbi.nlm.nih.gov/pubmed/25955359?dopt=Abstract,2015-05-08,Registry linked,journal publication,FALSE,FALSE,NA,2014-06-12,2011-02-01,2013-08-01,2013,2011-08-01,2011,645,1376,NA,NA,-1227,-315,-1046,330,Completed,Early Phase 1,7,FALSE,Other,Not given,NA,Open Label,Device,No lead center,FALSE,Dresden,1,FALSE
NCT02181101,ClinicalTrials.gov,LMU_München,TRUE,10.1186/s13058-015-0639-3,26385214,NA,2015-09-18,Registry linked,journal publication,FALSE,FALSE,NA,2014-06-04,2005-09-01,2013-09-01,2013,2013-09-01,2013,747,747,NA,NA,-3198,-276,-276,471,Completed,Phase 3,3754,FALSE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT02189408,ClinicalTrials.gov,Bochum,TRUE,10.1007/s00402-015-2227-5,25957981,https://link.springer.com/article/10.1007%2Fs00402-015-2227-5,2015-05-10,Registry linked,journal publication,FALSE,FALSE,NA,2014-06-11,2010-07-01,2012-12-01,2012,2012-12-01,2012,890,890,NA,NA,-1441,-557,-557,333,Completed,Phase 4,58,FALSE,Other,Randomized,TRUE,Double Blind,Biological,small,TRUE,NA,1,FALSE
NCT02196545,ClinicalTrials.gov,Dresden,TRUE,10.1371/journal.pone.0121478,25884637,https://www.ncbi.nlm.nih.gov/pubmed/25884637?dopt=Abstract,2015-04-17,Registry linked,journal publication,FALSE,FALSE,NA,2014-07-14,2011-08-01,2013-07-01,2013,2013-07-01,2013,655,655,NA,NA,-1078,-378,-378,277,Completed,Not given,30,FALSE,Other,Randomized,TRUE,Open Label,Behavioral,large,TRUE,NA,1,FALSE
NCT02220764,ClinicalTrials.gov,Dresden,TRUE,10.1016/j.jdent.2014.10.011,25446240,https://www.ncbi.nlm.nih.gov/pubmed/25446240?dopt=Abstract,2014-11-05,Registry linked,journal publication,FALSE,TRUE,2015-03-04,2014-07-16,2008-05-01,2013-12-01,2013,2013-11-01,2013,339,369,458,488,-2267,-227,-257,112,Completed,Not given,32,NA,Other,Non-Randomized,FALSE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT02349490,ClinicalTrials.gov,NA,TRUE,10.1055/s-0034-1393312,26561916,http://www.thieme-connect.com/DOI/DOI?10.1055/s-0034-1393312,2015-11-12,Registry linked,journal publication,FALSE,FALSE,NA,2015-01-18,2011-11-01,2015-01-01,2015,2013-07-01,2013,315,864,NA,NA,-1174,-17,-566,298,Completed,Phase 4,37,TRUE,Other,Non-Randomized,FALSE,Open Label,Device,No lead center,FALSE,Hannover,1,FALSE
NCT02436083,ClinicalTrials.gov,TU_München,TRUE,10.1002/micr.22470,26251066,https://www.ncbi.nlm.nih.gov/pubmed/26251066?dopt=Abstract,2015-08-07,Registry linked,journal publication,FALSE,FALSE,NA,2015-03-09,2007-07-01,2014-12-01,2014,2012-06-01,2012,249,1162,NA,NA,-2808,-98,-1011,151,Completed,Phase 4,350,NA,Other,Randomized,TRUE,Single Blind,Drug,large,TRUE,NA,1,TRUE
NCT02586181,ClinicalTrials.gov,Homburg,TRUE,10.1515/cclm-2012-0599,23183751,NA,2013-03-01,Registry linked,journal publication,FALSE,FALSE,NA,2015-10-21,2009-08-01,2011-07-01,2011,2011-07-01,2011,609,609,NA,NA,-2272,-1573,-1573,-964,Completed,Not given,93,FALSE,Other,Randomized,TRUE,Double Blind,Dietary Supplement,small,TRUE,NA,1,FALSE
NCT02595229,ClinicalTrials.gov,TU_München,TRUE,10.1186/s40001-015-0187-4,26607745,https://www.ncbi.nlm.nih.gov/pubmed/26607745?dopt=Abstract,2015-11-25,Registry linked,journal publication,FALSE,FALSE,NA,2015-10-25,2010-05-01,2013-03-01,2013,2013-03-01,2013,999,999,NA,NA,-2003,-968,-968,31,Completed,Not given,60,NA,Other,Randomized,TRUE,Single Blind,Procedure,large,TRUE,NA,1,FALSE
NCT02620553,ClinicalTrials.gov,Dresden,TRUE,10.1001/jama.2015.2928,25898052,https://www.ncbi.nlm.nih.gov/pubmed/25898052?dopt=Abstract,2015-04-21,Registry linked,journal publication,FALSE,FALSE,NA,2015-06-08,2007-09-01,2014-01-01,2014,2013-06-01,2013,475,689,NA,NA,-2837,-523,-737,-48,Completed,Phase 1/Phase 2,25,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,TRUE
NCT02697539,ClinicalTrials.gov,Münster Würzburg,TRUE,10.1371/journal.pone.0160142,27467683,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0160142,2016-07-28,Registry linked,journal publication,FALSE,FALSE,NA,2016-02-23,2011-03-01,2011-12-01,2011,2011-09-01,2011,1701,1792,NA,NA,-1820,-1545,-1636,156,Completed,Not given,74,NA,Other,Randomized,TRUE,Double Blind,Other,large,TRUE,NA,1,FALSE
NCT02799069,ClinicalTrials.gov,Witten-Herdecke,TRUE,10.1111/j.1365-2133.2011.10613.x,21910711,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2133.2011.10613.x/full,2011-12-21,Registry linked,journal publication,FALSE,TRUE,2016-09-07,2016-05-26,2008-04-01,2009-08-01,2009,2009-08-01,2009,872,872,2594,2594,-2977,-2490,-2490,-1618,Completed,Phase 3,571,NA,Industry,Randomized,TRUE,Outcomes Assessor,Drug,small,TRUE,NA,1,FALSE
NCT02925377,ClinicalTrials.gov,Erlangen Jena,TRUE,10.1186/s13102-016-0058-5,27757240,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5064777/,2016-10-13,Registry linked,journal publication,FALSE,FALSE,NA,2016-10-04,2010-09-01,2011-05-01,2011,2010-12-01,2010,1992,2143,NA,NA,-2225,-1983,-2134,9,Completed,Not given,41,FALSE,Other,Randomized,TRUE,Open Label,Behavioral,large,TRUE,NA,1,FALSE
NCT02935413,ClinicalTrials.gov,Magdeburg,TRUE,10.1016/j.pmrj.2016.12.003,28082176,http://www.sciencedirect.com/science/article/pii/S1934148217300175?via%3Dihub,2017-01-08,Registry linked,journal publication,FALSE,FALSE,NA,2016-10-13,2013-01-01,2013-12-01,2013,2013-12-01,2013,1134,1134,NA,NA,-1381,-1047,-1047,87,Completed,Phase 1/Phase 2,14,TRUE,Other,Non-Randomized,FALSE,Open Label,Device,small,TRUE,NA,1,FALSE
NCT00152698,ClinicalTrials.gov,Erlangen,TRUE,10.1111/jch.12851,27306560,http://onlinelibrary.wiley.com/doi/10.1111/jch.12851/full,2016-06-16,Pubmed,journal publication,TRUE,FALSE,NA,2005-09-08,2009-11-01,2009-12-01,2009,2009-12-01,2009,2389,2389,NA,NA,1515,1545,1545,3934,Completed,Phase 3,80,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00170287,ClinicalTrials.gov,NA,TRUE,10.1161/circep.116.004422,28292751,NA,2017-03-01,Pubmed,journal publication,FALSE,FALSE,NA,2005-09-09,2002-05-01,2011-08-01,2011,2010-04-01,2010,2039,2526,NA,NA,-1227,2152,1665,4191,Completed,Phase 4,116,TRUE,Industry,Randomized,TRUE,Open Label,Procedure,No lead center,FALSE,Frankfurt Hamburg,1,FALSE
NCT00323297,ClinicalTrials.gov,NA,TRUE,10.1186/s12872-017-0674-3,28874133,https://bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-017-0674-3,2017-09-06,Pubmed,journal publication,TRUE,TRUE,2013-08-23,2006-05-05,2006-09-01,2013-08-01,2013,2013-08-01,2013,1497,1497,22,22,119,2645,2645,4142,Completed,Phase 4,105,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Duisburg Giessen Hannover Leipzig Marburg Homburg,1,FALSE
NCT00510393,ClinicalTrials.gov,Leipzig,TRUE,10.1016/j.jvs.2011.07.099,22169682,https://www.ncbi.nlm.nih.gov/pubmed/22169682,2011-12-14,Pubmed,journal publication,TRUE,FALSE,NA,2007-08-01,2008-03-01,2010-11-01,2010,2010-11-01,2010,408,408,NA,NA,213,1188,1188,1596,Completed,Phase 2,140,TRUE,Other,Randomized,TRUE,Single Blind,Device,large,TRUE,NA,1,FALSE
NCT00542048,ClinicalTrials.gov,Freiburg,TRUE,10.1093/annonc/mdr300,21693769,NA,2011-06-21,Pubmed,journal publication,TRUE,FALSE,NA,2007-10-09,2007-11-01,2009-09-01,2009,2009-09-01,2009,658,658,NA,NA,23,693,693,1351,Completed,Phase 2,20,FALSE,Industry,Non-Randomized,FALSE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00608985,ClinicalTrials.gov,NA,TRUE,10.1016/j.sleep.2017.05.009,28735928,NA,2017-05-29,Pubmed,journal publication,TRUE,TRUE,2012-12-21,2008-01-11,2008-03-01,2009-11-01,2009,2009-09-01,2009,2766,2827,1146,1207,50,660,599,3426,Completed,Phase 3,709,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Freiburg Marburg,1,FALSE
NCT00623402,ClinicalTrials.gov,Schleswig-Holstein,TRUE,10.1111/ddg.12100,23879405,https://www.ncbi.nlm.nih.gov/pubmed/23879405,2013-07-23,Pubmed,journal publication,FALSE,FALSE,NA,2008-02-01,2008-01-01,2009-10-01,2009,2009-10-01,2009,1391,1391,NA,NA,-31,608,608,1999,Completed,Phase 2,55,TRUE,Other,Not given,NA,Open Label,Drug,small,TRUE,Berlin Hannover Köln Mannheim LMU_München Homburg Tübingen Würzburg,1,FALSE
NCT00626548,ClinicalTrials.gov,Berlin,TRUE,10.1016/j.juro.2012.03.008,22583636,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00626548,2012-05-12,Pubmed,journal publication,TRUE,TRUE,2012-04-26,2008-01-24,2008-01-01,2011-05-01,2011,2011-01-01,2011,377,497,361,481,-23,1193,1073,1570,Terminated,Phase 3,2577,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00669708,ClinicalTrials.gov,Münster,TRUE,10.1111/jdv.14041,27862339,https://www.ncbi.nlm.nih.gov/pubmed/27862339,2016-12-07,Pubmed,journal publication,TRUE,FALSE,NA,2008-04-22,2008-04-01,2010-02-01,2010,2010-02-01,2010,2501,2501,NA,NA,-21,650,650,3151,Completed,Not given,70,FALSE,Other,Randomized,TRUE,Double Blind,Device,large,TRUE,NA,1,FALSE
NCT00746720,ClinicalTrials.gov,Erlangen,TRUE,10.1002/j.1532-2149.2011.00062.x,22337568,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00746720,2011-12-19,Pubmed,journal publication,FALSE,FALSE,NA,2008-09-03,2006-05-01,2010-12-01,2010,2009-07-01,2009,383,901,NA,NA,-856,819,301,1202,Terminated,Phase 2,23,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT00827606,ClinicalTrials.gov,NA,TRUE,10.1016/j.jacl.2016.05.010,27678432,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00827606,2016-06-07,Pubmed,journal publication,TRUE,TRUE,2014-09-11,2009-01-21,2009-03-01,2013-10-01,2013,2013-10-01,2013,980,980,345,345,39,1714,1714,2694,Completed,Phase 3,272,TRUE,Industry,Not given,NA,Open Label,Drug,No lead center,FALSE,Berlin,1,FALSE
NCT00847444,ClinicalTrials.gov,Düsseldorf LMU_München,TRUE,10.1016/j.clbc.2016.11.008,28190761,https://www.ncbi.nlm.nih.gov/pubmed/28190761,2017-01-10,Pubmed,journal publication,TRUE,FALSE,NA,2009-02-17,2009-02-01,2016-09-01,2016,2011-09-01,2011,131,1958,NA,NA,-16,2753,926,2884,Unknown status,Phase 3,3547,FALSE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,NA,1,TRUE
NCT00849615,ClinicalTrials.gov,Frankfurt,TRUE,10.1001/jamaoncol.2017.0515,28448662,NA,2017-09-01,Pubmed,journal publication,TRUE,FALSE,NA,2009-02-23,2009-02-01,2016-01-01,2016,2012-01-01,2012,609,2070,NA,NA,-22,2503,1042,3112,Completed,Phase 2,252,FALSE,Other,Not given,NA,Open Label,Drug,large,TRUE,NA,1,TRUE
NCT00874848,ClinicalTrials.gov,TU_München,TRUE,10.1007/s10637-017-0450-3,28303530,https://www.ncbi.nlm.nih.gov/pubmed/28303530,2017-03-16,Pubmed,journal publication,TRUE,TRUE,2016-07-15,2009-04-01,2009-08-01,2015-08-01,2015,2012-11-01,2012,593,1596,349,1352,122,2313,1310,2906,Completed,Phase 2,90,TRUE,Industry,Randomized,TRUE,Open Label,Biological,large,TRUE,Göttingen Heidelberg Ulm,1,TRUE
NCT00883623,ClinicalTrials.gov,Heidelberg,TRUE,10.3324/haematol.2016.163246,28522573,https://www.ncbi.nlm.nih.gov/pubmed/28522573,2017-05-18,Pubmed,journal publication,TRUE,FALSE,NA,2009-04-15,2009-04-01,2013-02-01,2013,2013-02-01,2013,1567,1567,NA,NA,-14,1388,1388,2955,Completed,Phase 2,50,FALSE,Other,Not given,NA,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT00893867,ClinicalTrials.gov,NA,TRUE,10.1161/strokeaha.111.000013,23391764,https://www.ncbi.nlm.nih.gov/pubmed/23391764,2013-02-07,Pubmed,journal publication,TRUE,FALSE,NA,2009-05-04,2009-12-01,2012-04-01,2012,2012-04-01,2012,312,312,NA,NA,211,1063,1063,1375,Terminated,Phase 3,446,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Erlangen Duisburg Freiburg Göttingen Greifswald Leipzig Magdeburg Mainz Rostock Ulm,1,FALSE
NCT00903331,ClinicalTrials.gov,NA,TRUE,10.1183/09031936.00104612,23682110,NA,2013-05-16,Pubmed,journal publication,TRUE,TRUE,2013-10-29,2009-05-14,2009-05-01,2011-08-01,2011,2011-06-01,2011,654,715,820,881,-13,809,748,1463,Completed,Phase 2,178,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Giessen Köln LMU_München,1,FALSE
NCT00942747,ClinicalTrials.gov,Berlin,TRUE,10.1200/jco.2015.64.9897,26976424,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT00942747,2016-03-14,Pubmed,journal publication,TRUE,FALSE,NA,2009-07-20,2009-07-01,2014-06-01,2014,2013-12-01,2013,652,834,NA,NA,-19,1777,1595,2429,Unknown status,Phase 2,37,TRUE,Other,Not given,NA,Open Label,Drug,large,TRUE,Bochum Bonn Heidelberg LMU_München,1,TRUE
NCT00947414,ClinicalTrials.gov,Hannover,TRUE,10.1007/s13555-013-0039-5,24297647,https://www.ncbi.nlm.nih.gov/pubmed/24297647,2013-12-03,Registry linked,journal publication,FALSE,FALSE,NA,2009-07-27,2009-06-01,2011-10-01,2011,2011-10-01,2011,794,794,NA,NA,-56,796,796,1590,Completed,Not given,100,FALSE,Other,Randomized,TRUE,Single Blind,Device,large,TRUE,NA,1,FALSE
NCT01016002,ClinicalTrials.gov,Hamburg,TRUE,10.1039/c3pp25425a,23558738,NA,2013-04-04,Pubmed,journal publication,FALSE,FALSE,NA,2009-11-16,2006-01-01,2011-12-01,2011,2011-12-01,2011,490,490,NA,NA,-1415,745,745,1235,Unknown status,Phase 2,35,TRUE,Other,Not given,NA,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT01020630,ClinicalTrials.gov,Mainz,TRUE,10.1186/s12885-016-2736-9,27582078,https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01020630,2016-08-31,Pubmed,journal publication,TRUE,FALSE,NA,2009-11-23,2009-11-01,2013-07-01,2013,2012-11-01,2012,1157,1399,NA,NA,-22,1316,1074,2473,Completed,Phase 2,91,TRUE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,Berlin Duisburg Halle Hamburg Rostock Homburg,1,FALSE
NCT01025050,ClinicalTrials.gov,Heidelberg,TRUE,10.1136/bjophthalmol-2015-307672,26903524,"http://bjo.bmj.com/content/100/11/1536 https://www.ncbi.nlm.nih.gov/pubmed/22520302?access_num=22520302&link_type=MED&dopt=Abstract, https://www.ncbi.nlm.nih.gov/pubmed/22373032?access_num=22373032&link_type=MED&dopt=Abstract, https://www.ncbi.nlm.nih.gov/pubmed/19835325?access_num=19835325&link_type=MED&dopt=Abstract",2016-02-22,Pubmed,journal publication,TRUE,FALSE,NA,2009-11-25,2009-12-01,2010-12-01,2010,2010-05-01,2010,1909,2123,NA,NA,6,371,157,2280,Completed,Phase 3,58,TRUE,Industry,Randomized,TRUE,Open Label,Procedure,large,TRUE,Mannheim,1,FALSE
