doi,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
10.1583/13-4275mr.1,no_best_permission,,,,,,,,,,,,,,
10.1111/epi.12690,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2015-06-24,True,True,False
10.1371/journal.pone.0135037,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.2174/1568009620666200628105727,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,12.0,2021-11-02,True,True,False
10.7326/m13-2056,no_embargo_info,,,,[],,,,[],journal,,,,,
10.1016/j.clnu.2015.04.021,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-04-01,True,True,False
10.1101/2020.06.12.20129189,unresolved,,,,,,,,,,,,,,
10.1093/ecco-jcc/jjw184,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc'}],article,,,,,
10.1111/j.1600-0838.2011.01335.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2012-06-02,True,True,False
10.1182/blood.v122.21.2808.2808,response,True,['Institutional Repository'],True,"['publishedVersion', 'acceptedVersion']",False,True,True,[],journal,12.0,2014-11-15,True,True,True
10.1016/j.jdent.2014.10.011,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-01-01,True,True,False
10.1155/2015/643520,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/j.bbmt.2011.12.041,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1016/j.preghy.2018.04.007,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1007/s00421-009-1128-0,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2010-10-01,True,True,False
10.1016/j.jvsv.2017.06.017,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-11-01,True,True,False
10.1111/jcpp.12853,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2018-12-05,True,True,False
10.1001/jamapediatrics.2015.0504,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2016-02-01,True,False,False
10.1016/s1474-4422(11)70233-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2012-05-31,True,True,False
10.1161/circulationaha.111.043042,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2012-10-18,True,True,False
10.1016/s1474-4422(11)70108-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2012-01-01,True,True,False
10.1002/jcph.624,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-10-20,True,True,False
10.1016/s0140-6736(11)60237-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2011-10-01,True,True,False
10.1186/s12871-015-0153-2,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1016/j.ctim.2017.07.005,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1159/000430495,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-01-01,True,True,False
10.1186/s12884-018-2069-6,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1001/jama.2013.4598,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2013-11-08,True,False,False
10.1111/ejh.12541,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2017-01-01,True,True,False
10.1177/2047487319848196,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.3238/arztebl.2015.0655,no_best_permission,,,,,,,,,,,,,,
10.1186/1471-2407-13-407,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1056/nejmoa1014164,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'Other (non-commercial)'}],journal,6.0,2013-02-09,True,False,True
10.1007/s00392-013-0572-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2014-08-01,True,True,False
10.1111/ene.12344,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2015-01-21,True,True,False
10.1016/j.jacc.2012.02.033,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-06-01,True,True,False
10.1111/os.12446,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.2340/00015555-1415,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY-NC'}],Journal,0.0,,True,False,True
10.1161/strokeaha.111.000013,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2014-03-01,True,True,False
10.1371/journal.pone.0156134,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/j.jchf.2015.10.006,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-02-01,True,True,False
10.1371/journal.pone.0186720,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1186/s12877-017-0610-5,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1001/jama.2015.2928,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2015-10-21,True,False,False
10.1111/j.1365-2133.2012.10887.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2013-07-01,True,True,False
10.1111/bjd.14164,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1007/s00259-015-3093-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-05-31,True,True,False
10.1016/s1470-2045(18)30372-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2019-03-01,True,True,False
10.1080/00365521.2019.1588364,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2020-03-04,True,True,False
10.1371/journal.pone.0027351,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1159/000351149,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2014-01-01,True,True,False
10.1016/j.clnu.2012.11.005,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-08-01,True,True,False
10.1016/j.amjsurg.2016.01.020,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-10-01,True,True,False
10.1159/000443699,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-01-01,True,True,False
10.21873/invivo.112313,unresolved,,,,,,,,,,,,,,
10.1038/s41386-018-0258-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2019-11-02,True,True,False
10.1016/s1474-4422(17)30085-6,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2018-01-01,True,True,False
10.1136/bjophthalmol-2014-305642,no_embargo_info,True,"['Institutional Repository', 'Funder Designated Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.3389/fphys.2019.01211,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1007/s40262-015-0272-4,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-11-01,True,True,False
10.3171/2015.10.jns151245,no_embargo_info,,,,[],,,,[],Publisher,,,,,
10.1002/mds.27963,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2021-04-01,True,True,False
10.1101/2020.02.23.20027029,unresolved,,,,,,,,,,,,,,
10.3390/nu9030268,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1038/leu.2013.7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2014-06-01,True,True,False
10.1016/j.radonc.2019.08.026,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2020-12-01,True,True,False
10.1016/j.mhp.2016.03.002,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-06-01,True,True,False
10.3238/arztebl.2019.0001,no_best_permission,,,,,,,,,,,,,,
10.1016/s0140-6736(13)60023-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2013-12-01,True,True,False
10.1182/blood-2010-09-308569,response,True,['Institutional Repository'],True,"['publishedVersion', 'acceptedVersion']",False,True,True,[],journal,12.0,2012-06-30,True,True,True
10.1513/annalsats.201406-264oc,no_embargo_info,True,['PubMed Central'],False,['acceptedVersion'],False,True,False,[{'type': 'other-closed'}],Publisher,,,,False,False
10.1016/j.amjcard.2009.10.060,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2011-03-01,True,True,False
10.1213/ane.0000000000001991,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2018-10-01,True,True,False
10.1371/journal.pone.0030964,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1038/srep14906,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/j.jacc.2012.01.015,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-04-01,True,True,False
10.1016/s0140-6736(09)61500-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2010-04-01,True,True,False
10.1016/j.ejca.2011.11.007,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-07-01,True,True,False
10.1159/000356400,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-01,True,True,False
10.1016/j.cllc.2013.12.005,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2015-05-01,True,True,False
10.1002/lary.25052,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-05-01,True,True,False
